time,oscillator_id,action,carrier_sense_start,carrier_sense_end,blocking_oscillator_id,blocking_transmission_start,blocking_transmission_end
85.0,13,send_clear,80.0,85.0,,,
322.0,8,send_clear,317.0,322.0,,,
715.0,3,send_clear,710.0,715.0,,,
1150.0,4,send_clear,1145.0,1150.0,,,
1566.0,2,send_clear,1561.0,1566.0,,,
1871.0,19,send_clear,1866.0,1871.0,,,
1962.0,11,send_clear,1957.0,1962.0,,,
1975.0,17,backoff_retry,1970.0,1975.0,11,1962.0,1982.544
2022.1690232150765,17,send_clear,2017.1690232150765,2022.1690232150765,,,
2138.0,12,send_clear,2133.0,2138.0,,,
2256.0,18,send_clear,2251.0,2256.0,,,
2272.0,9,backoff_retry,2267.0,2272.0,18,2256.0,2276.544
2313.9969181889674,9,send_clear,2308.9969181889674,2313.9969181889674,,,
2701.0,15,send_clear,2696.0,2701.0,,,
3018.0,7,send_clear,3013.0,3018.0,,,
3151.0,6,send_clear,3146.0,3151.0,,,
3609.0,10,send_clear,3604.0,3609.0,,,
3679.0,14,send_clear,3674.0,3679.0,,,
3725.0,0,send_clear,3720.0,3725.0,,,
4565.0,1,send_clear,4560.0,4565.0,,,
4604.0,16,send_clear,4599.0,4604.0,,,
4621.0,5,backoff_retry,4616.0,4621.0,16,4604.0,4624.544
4650.916943460142,5,send_clear,4645.916943460142,4650.916943460142,,,
5085.0,13,send_clear,5080.0,5085.0,,,
5322.0,8,send_clear,5317.0,5322.0,,,
5715.0,3,send_clear,5710.0,5715.0,,,
6150.0,4,send_clear,6145.0,6150.0,,,
6566.0,2,send_clear,6561.0,6566.0,,,
6871.0,19,send_clear,6866.0,6871.0,,,
6962.0,11,send_clear,6957.0,6962.0,,,
6975.0,17,backoff_retry,6970.0,6975.0,11,6962.0,6982.544
7006.958208737417,17,send_clear,7001.958208737417,7006.958208737417,,,
7138.0,12,send_clear,7133.0,7138.0,,,
7256.0,18,send_clear,7251.0,7256.0,,,
7272.0,9,backoff_retry,7267.0,7272.0,18,7256.0,7276.544
7315.447948861375,9,send_clear,7310.447948861375,7315.447948861375,,,
7701.0,15,send_clear,7696.0,7701.0,,,
8018.0,7,send_clear,8013.0,8018.0,,,
8151.0,6,send_clear,8146.0,8151.0,,,
8609.0,10,send_clear,8604.0,8609.0,,,
8679.0,14,send_clear,8674.0,8679.0,,,
8725.0,0,send_clear,8720.0,8725.0,,,
9565.0,1,send_clear,9560.0,9565.0,,,
9604.0,16,send_clear,9599.0,9604.0,,,
